session_id,session_status,year,age,raceomb,sex,att,att_7,country,countrycit,countryres,edu,politicalid,STATE,sexnum,countrycitnum,politics,education,racenum,filter_$,implicit,explicit
8741259,C,2008,22,5,f,4,4,,US,US,5,4,WA,1,0,4,5,5,1,-0.10484268979867396,4
8741384,C,2008,45,6,f,5,5,,US,US,6,7,MN,1,0,7,6,6,1,0.3402574821070482,5
8743437,C,2008,35,6,f,5,5,,US,US,7,4,MA,1,0,4,7,6,1,0.2798638962534865,5
8745837,C,2008,36,6,f,5,5,,US,US,11,6,,1,0,6,10,6,1,0.07335621750745085,5
8747747,C,2008,17,6,f,5,5,,US,US,3,3,IN,1,0,3,3,6,1,0.8261835222515517,5
8749175,C,2008,35,6,m,4,4,,US,US,5,4,MO,0,0,4,5,6,1,0.41160569417012427,4
8752937,C,2008,41,6,m,7,7,,US,US,6,4,IL,0,0,4,6,6,1,-0.04823656238898971,7
8754757,C,2008,23,6,f,4,4,,US,US,6,7,IL,1,0,7,6,6,1,0.25578861828288746,4
8755310,C,2008,16,2,m,1,1,,US,US,3,7,SC,0,0,7,3,2,1,0.8995354797666612,1
8758600,C,2008,22,6,m,6,6,,US,US,7,6,MO,0,0,6,7,6,1,0.9004720017934206,6
8765522,C,2008,37,5,f,2,2,,US,US,5,4,CO,1,0,4,5,5,1,-0.9371990666082524,2
8769077,C,2008,29,6,f,4,4,,US,US,5,4,PA,1,0,4,5,6,1,0.37259026405344775,4
8769522,C,2008,22,6,f,4,4,,US,US,7,6,VA,1,0,6,7,6,1,0.29438541404734814,4
8770799,C,2008,17,5,f,5,5,,US,US,3,6,SC,1,0,6,3,5,1,0.7378529972589121,5
8778883,C,2008,40,6,f,6,6,,US,US,5,5,AZ,1,0,5,5,6,1,0.30283512004594393,6
8780018,C,2008,46,6,f,7,7,,US,US,4,4,LA,1,0,4,4,6,1,0.6792929457583503,7
8780809,C,2008,26,6,f,4,4,,US,US,9,6,NC,1,0,6,9,6,1,0.5939156031913408,4
8784459,C,2008,40,6,m,5,5,,US,US,7,2,NY,0,0,2,7,6,1,0.6525256138976973,5
8785824,C,2008,29,6,f,5,5,,US,US,5,4,VA,1,0,4,5,6,1,0.26869798974723846,5
8787422,C,2008,23,6,f,4,4,,US,US,5,4,MO,1,0,4,5,6,1,0.5149750901639919,4
8789977,C,2008,23,6,f,4,4,,US,US,5,5,IA,1,0,5,5,6,1,0.49239000113641335,4
8791071,C,2008,37,6,m,5,5,,US,US,3,4,TX,0,0,4,3,6,1,0.5413322355341605,5
8792835,C,2008,11,8,f,4,4,,US,US,1,4,CA,1,0,4,1,8,1,-0.07597450280823945,4
8795699,C,2008,28,6,f,4,4,,US,US,8,4,TX,1,0,4,8,6,1,0.5269775999555864,4
8797025,C,2008,49,5,m,1,1,,US,US,5,4,GA,0,0,4,5,5,1,-0.3582371900366706,1
8797062,C,2008,31,5,f,4,4,,US,US,5,4,MD,1,0,4,5,5,1,0.244344215824426,4
8797765,C,2008,20,6,m,5,5,,US,US,6,5,AZ,0,0,5,6,6,1,0.7952566489618731,5
8799582,C,2008,23,6,m,5,5,,US,US,7,7,WA,0,0,7,7,6,1,0.8662641568830354,5
8803421,C,2008,15,6,f,4,4,,US,US,3,6,NH,1,0,6,3,6,1,0.49070574234142206,4
8805439,C,2008,32,6,m,5,5,,US,US,7,2,CO,0,0,2,7,6,1,1.1062891323205406,5
8808553,C,2008,30,6,m,6,6,,US,US,8,6,CA,0,0,6,8,6,1,0.698930071244379,6
8816915,C,2008,36,5,f,4,4,,US,US,5,2,TN,1,0,2,5,5,1,-0.23736714743218482,4
8817571,C,2008,22,6,f,4,4,,US,US,5,7,WI,1,0,7,5,6,1,0.1290363591358395,4
8817839,C,2008,55,6,f,4,4,,US,US,9,6,IL,1,0,6,9,6,1,-0.26920258237291744,4
8817968,C,2008,28,5,f,1,1,,US,US,5,4,TX,1,0,4,5,5,1,-0.45628688401866463,1
8820045,C,2008,30,6,f,5,5,,US,US,9,6,PA,1,0,6,9,6,1,0.7434030834932379,5
8821661,C,2008,28,6,f,4,4,,US,US,8,4,MO,1,0,4,8,6,1,0.6882181856615217,4
8827953,C,2008,35,6,f,6,6,,US,US,6,1,OH,1,0,1,6,6,1,0.5483391555626623,6
8829904,C,2008,29,6,f,4,4,,US,US,5,4,PA,1,0,4,5,6,1,-0.1732252326132083,4
8832116,C,2008,28,6,f,3,3,,US,US,8,5,,1,0,5,8,6,1,-0.06945829341129922,3
8836233,C,2008,39,6,m,3,3,,US,AF,6,4,,0,0,4,6,6,1,0.1951387074629332,3
8837428,C,2008,24,6,f,4,4,,US,IT,7,7,NY,1,0,7,7,6,1,-0.7528407592790378,4
8837713,C,2008,34,6,m,4,4,,US,US,4,3,ME,0,0,3,4,6,1,0.19113283715648008,4
8840203,C,2008,21,6,f,4,4,,US,US,8,6,PA,1,0,6,8,6,1,0.9031726910968223,4
8841059,C,2008,29,6,m,5,5,,US,US,7,2,MD,0,0,2,7,6,1,-0.3770986445642758,5
8841722,C,2008,45,6,m,4,4,,US,US,5,2,WV,0,0,2,5,6,1,0.8046333639762668,4
8842533,C,2008,13,6,m,5,5,,US,US,2,2,PA,0,0,2,2,6,1,1.0850227304452873,5
8846930,C,2008,34,6,m,6,6,,US,US,5,4,FL,0,0,4,5,6,1,1.0535340851668424,6
8848289,C,2008,23,6,m,4,4,,US,US,6,4,AR,0,0,4,6,6,1,0.21944150178207006,4
8857666,C,2008,52,5,m,4,4,,US,US,14,NA,,0,0,NA,9,5,1,0.4367344693370681,4
8858832,C,2008,28,6,f,4,4,,US,US,8,3,WA,1,0,3,8,6,1,0.2621237030697048,4
8859134,C,2008,27,5,f,1,1,,US,US,5,2,IN,1,0,2,5,5,1,-0.3098771401636433,1
8863901,C,2008,44,6,m,4,4,,US,US,12,6,AL,0,0,6,10,6,1,-0.16728493456172905,4
8864480,C,2008,22,6,f,4,4,,US,US,7,7,MO,1,0,7,7,6,1,1.0866833248041798,4
8868045,C,2008,19,6,f,4,4,,US,US,5,4,WA,1,0,4,5,6,1,-0.34766637378678433,4
8871679,C,2008,29,9,m,4,4,,US,US,9,4,NY,0,0,4,9,9,1,0.9909351053845303,4
8874263,C,2008,41,6,f,4,4,,US,US,12,7,MS,1,0,7,10,6,1,-0.00450478356148952,4
8874771,C,2008,24,6,f,4,4,,US,US,14,5,OR,1,0,5,9,6,1,-0.3406342598519191,4
8875153,C,2008,46,6,m,4,4,,PL,CA,5,4,,0,1,4,5,6,1,0.04815349439679241,4
8876746,C,2008,42,6,m,7,7,,US,US,7,4,IN,0,0,4,7,6,1,0.9493304072044996,7
8876947,C,2008,23,6,m,4,4,,US,US,7,3,KS,0,0,3,7,6,1,0.17739316868599592,4
8879563,C,2008,52,6,m,5,5,,US,US,7,6,VA,0,0,6,7,6,1,0.8309803009953634,5
8879759,C,2008,37,6,f,4,4,,US,US,5,4,CA,1,0,4,5,6,1,0.6297709511140394,4
8884114,C,2008,20,3,f,4,4,,US,US,5,7,PA,1,0,7,5,3,1,0.43294019753882573,4
8884786,C,2008,35,6,f,4,4,,US,US,9,7,NY,1,0,7,9,6,1,-0.26113966964042984,4
8884975,C,2008,26,8,m,4,4,,US,US,5,6,VA,0,0,6,5,8,1,0.5932013407223701,4
8886539,C,2008,26,6,f,4,4,,US,US,5,4,IN,1,0,4,5,6,1,0.8808596292889667,4
8886610,C,2008,29,9,f,4,4,,US,US,5,4,CA,1,0,4,5,9,1,0.3919968857402183,4
8889710,C,2008,20,3,f,5,5,,MY,MY,5,7,,1,1,7,5,3,1,0.17003173954430892,5
8896603,C,2008,57,6,f,4,4,,US,US,12,7,NM,1,0,7,10,6,1,-0.27390312724740445,4
8897690,C,2008,40,6,m,4,4,,US,US,5,NA,AZ,0,0,NA,5,6,1,-0.2068642401575292,4
8898712,C,2008,21,4,f,5,5,,US,US,7,6,CA,1,0,6,7,4,1,0.5473158089708405,5
8906297,C,2008,25,6,m,6,6,,US,US,6,3,WA,0,0,3,6,6,1,0.6007863943690869,6
8912082,C,2008,22,6,f,4,4,,US,US,7,6,OH,1,0,6,7,6,1,0.18173121563149353,4
8922204,C,2008,33,6,m,5,5,,US,US,5,4,PA,0,0,4,5,6,1,0.19420897598794443,5
8922620,C,2008,24,6,f,4,4,,US,US,4,6,WA,1,0,6,4,6,1,0.1728569993177398,4
8922718,C,2008,27,6,m,4,4,,UK,UK,13,7,,0,1,7,10,6,1,0.12982192157416733,4
8923542,C,2008,36,5,f,1,1,,US,US,5,2,IN,1,0,2,5,5,1,-0.7546326839521008,1
8923821,C,2008,22,6,f,5,5,,US,US,7,6,MN,1,0,6,7,6,1,0.6008116545990745,5
8925795,C,2008,25,6,f,5,5,,US,US,5,4,NV,1,0,4,5,6,1,0.24203974274525225,5
8928016,C,2008,39,6,f,5,5,,US,US,5,3,MN,1,0,3,5,6,1,0.2925769693772898,5
8932846,C,2008,71,6,f,6,6,,US,US,9,6,,1,0,6,9,6,1,1.014524428379256,6
8934069,C,2008,22,6,f,5,5,,US,US,8,4,,1,0,4,8,6,1,0.6159140618701153,5
8935488,C,2008,46,6,f,4,4,,US,US,5,7,PA,1,0,7,5,6,1,1.0035117423111561,4
8938846,C,2008,25,6,f,6,6,,US,US,8,2,AZ,1,0,2,8,6,1,0.15633998168181557,6
8953704,C,2008,15,6,f,6,6,,US,US,3,4,CA,1,0,4,3,6,1,0.8039621337355689,6
8957306,C,2008,32,5,f,4,4,,US,US,5,5,CA,1,0,5,5,5,1,-4.258413030701902e-4,4
8960904,C,2008,29,6,m,4,4,,US,US,8,2,NC,0,0,2,8,6,1,0.7262092252879073,4
8963285,C,2008,24,6,m,6,6,,CA,CA,8,5,,0,1,5,8,6,1,0.5056588301476838,6
8964850,C,2008,20,6,f,4,4,,US,US,5,2,KY,1,0,2,5,6,1,0.5860891899598835,4
8964897,C,2008,30,6,m,4,4,,RO,US,14,4,NC,0,1,4,9,6,1,0.13161930992950607,4
8968242,C,2008,29,1,f,4,4,,US,US,7,3,NC,1,0,3,7,1,1,0.4680097736022678,4
8969446,C,2008,20,6,f,4,4,,AU,AU,7,5,,1,1,5,7,6,1,0.04466983794421736,4
8973373,C,2008,27,6,f,5,5,,US,US,7,6,VA,1,0,6,7,6,1,0.14426215101984613,5
8974180,C,2008,25,1,m,6,6,,CA,CA,7,6,,0,1,6,7,1,1,0.09187654069145315,6
8975278,C,2008,16,2,m,5,5,,US,US,2,4,CA,0,0,4,2,2,1,0.8315225737458776,5
8979787,C,2008,25,6,m,4,4,,CA,CA,4,4,,0,1,4,4,6,1,0.4629664269035344,4
8982347,C,2008,47,6,m,4,4,,US,US,4,4,NY,0,0,4,4,6,1,0.5201955275301036,4
8982372,C,2008,20,6,f,5,5,,US,US,5,4,TX,1,0,4,5,6,1,0.22029290099102777,5
8983375,C,2008,19,6,m,4,4,,US,US,5,5,OH,0,0,5,5,6,1,1.3651963258830704,4
8985380,C,2008,30,6,f,4,4,,US,US,5,7,MO,1,0,7,5,6,1,1.2625412998121097,4
8985760,C,2008,40,8,f,6,6,,US,US,5,1,MN,1,0,1,5,8,1,0.8699533821718233,6
8985961,C,2008,15,5,f,7,7,,US,US,3,1,,1,0,1,3,5,1,0.04530990711013223,7
8990291,C,2008,50,6,m,5,5,,US,US,6,4,NJ,0,0,4,6,6,1,0.9042042610317905,5
8991365,C,2008,40,9,m,4,4,,US,US,5,3,TX,0,0,3,5,9,1,0.30538667479430825,4
8993733,C,2008,20,5,f,1,1,,US,US,7,6,,1,0,6,7,5,1,-0.029697731843045763,1
8994540,C,2008,47,6,m,5,5,,US,US,4,2,IL,0,0,2,4,6,1,0.30539850776651184,5
8994959,C,2008,17,2,m,5,5,,US,US,3,6,CA,0,0,6,3,2,1,0.9396961733311405,5
8994989,C,2008,28,5,f,1,1,,US,US,5,4,MI,1,0,4,5,5,1,-0.08887197321976545,1
9004628,C,2008,25,5,f,3,3,,US,US,5,6,NC,1,0,6,5,5,1,-0.6069299746278103,3
9005112,C,2008,23,6,f,4,4,,US,US,9,1,NC,1,0,1,9,6,1,0.6609197587403344,4
9006993,C,2008,21,6,f,5,5,,US,US,5,2,CT,1,0,2,5,6,1,0.7369227516489298,5
9007642,C,2008,15,6,m,4,4,,US,US,3,NA,IL,0,0,NA,3,6,1,-0.26406947392914765,4
9008017,C,2008,34,6,f,5,5,,US,US,10,6,GA,1,0,6,10,6,1,0.39204292670747437,5
9008553,C,2008,40,6,m,4,4,,US,US,9,4,MD,0,0,4,9,6,1,0.8658537059346587,4
9008852,C,2008,22,6,m,4,4,,US,US,5,4,WI,0,0,4,5,6,1,-0.33124011987294694,4
9009547,C,2008,24,9,f,5,5,,US,US,5,4,CA,1,0,4,5,9,1,0.2566404238862753,5
9010079,C,2008,34,6,m,5,5,,US,US,7,2,MI,0,0,2,7,6,1,0.5469008794543377,5
9010359,C,2008,20,6,m,4,4,,US,US,5,4,IN,0,0,4,5,6,1,-0.294047294920449,4
9012475,C,2008,17,6,f,6,6,,US,US,3,3,TN,1,0,3,3,6,1,0.4428544188095194,6
9014379,C,2008,17,9,f,4,4,,US,US,5,6,,1,0,6,5,9,1,0.27360845830226604,4
9015603,C,2008,47,6,f,5,5,,NZ,NZ,5,4,,1,1,4,5,6,1,0.17945765549720732,5
9017502,C,2008,51,6,f,4,4,,US,US,5,4,FL,1,0,4,5,6,1,0.9241823649505254,4
9020274,C,2008,22,6,m,4,4,,US,US,5,4,OH,0,0,4,5,6,1,0.6538619901748831,4
9020555,C,2008,44,6,f,4,4,,US,US,8,4,AZ,1,0,4,8,6,1,-0.17532883581080086,4
9026390,C,2008,21,6,f,5,5,,US,US,5,4,NC,1,0,4,5,6,1,0.08124647284230203,5
9026576,C,2008,21,6,f,6,6,,US,US,6,5,NY,1,0,5,6,6,1,0.27593793772377706,6
9028226,C,2008,NA,NA,.,4,4,,.,.,NA,NA,,NA,NA,NA,NA,NA,1,0.36234880012531834,4
9032063,C,2008,16,6,f,6,6,,US,US,3,7,LA,1,0,7,3,6,1,0.8003153578654749,6
9033571,C,2008,26,8,m,6,6,,US,US,7,4,VA,0,0,4,7,8,1,-0.06393666936563348,6
9039399,C,2008,18,6,f,4,4,,US,US,4,3,OH,1,0,3,4,6,1,0.02694936816435045,4
9041517,C,2008,22,2,m,6,6,,US,US,5,6,CA,0,0,6,5,2,1,0.6531570493316325,6
9041854,C,2008,38,6,f,5,5,,US,US,6,6,IA,1,0,6,6,6,1,0.6650964740572469,5
9042661,C,2008,22,6,m,4,4,,US,US,5,4,WI,0,0,4,5,6,1,-0.1822799298391285,4
9043366,C,2008,NA,NA,.,4,4,,.,.,NA,NA,,NA,NA,NA,NA,NA,1,-0.5108116886011134,4
9045187,C,2008,15,6,m,4,4,,US,US,3,2,WI,0,0,2,3,6,1,-0.2762903432885627,4
9047682,C,2008,18,5,f,3,3,,US,US,3,4,SD,1,0,4,3,5,1,-0.08736247908072058,3
9048248,C,2008,17,8,f,4,4,,US,US,4,4,SD,1,0,4,4,8,1,-0.16254064570091248,4
9050783,C,2008,22,6,f,4,4,,US,US,7,6,IN,1,0,6,7,6,1,0.694436042694485,4
9054315,C,2008,19,6,f,4,4,,US,US,5,6,GA,1,0,6,5,6,1,0.44846227647013903,4
9057153,C,2008,NA,5,f,4,4,,US,US,5,6,PA,1,0,6,5,5,1,-0.04575697862941217,4
9058500,C,2008,15,6,f,4,4,,US,US,3,4,NV,1,0,4,3,6,1,0.2591151188549937,4
9062335,C,2008,26,6,f,4,4,,AU,AU,8,5,,1,1,5,8,6,1,-0.7731750402711239,4
9063792,C,2008,37,6,f,4,4,,AU,AU,7,6,,1,1,6,7,6,1,0.08497973179688344,4
9066758,C,2008,40,6,f,5,5,,US,US,4,2,OH,1,0,2,4,6,1,0.03553789460815776,5
9072254,C,2008,44,6,f,4,4,,CA,CA,6,2,,1,1,2,6,6,1,0.8977405848712179,4
9073733,C,2008,32,8,f,4,4,,US,US,5,4,ID,1,0,4,5,8,1,0.5562275986545336,4
9074777,C,2008,23,6,f,5,5,,US,US,4,4,,1,0,4,4,6,1,0.6903033745558823,5
9076305,C,2008,18,3,f,5,5,,US,US,5,2,NH,1,0,2,5,3,1,0.17835361811452716,5
9076952,C,2008,31,5,f,3,3,,US,US,10,7,NY,1,0,7,10,5,1,0.5572656083773555,3
9080894,C,2008,16,9,m,4,4,,US,US,3,3,CA,0,0,3,3,9,1,0.08411460585259234,4
9083432,C,2008,18,6,m,4,4,,US,US,4,4,NJ,0,0,4,4,6,1,0.20340621709321616,4
9085002,C,2008,24,6,f,4,4,,US,US,8,2,ID,1,0,2,8,6,1,0.1311276977026244,4
9086327,C,2008,16,2,f,4,4,,CA,CA,3,6,,1,1,6,3,2,1,0.3096382415994162,4
9087556,C,2008,24,6,f,5,5,,US,US,6,6,MI,1,0,6,6,6,1,0.37825745017295886,5
9088071,C,2008,31,6,f,4,4,,US,US,4,4,LA,1,0,4,4,6,1,0.6328323457842704,4
9093989,C,2008,53,6,m,5,5,,US,US,9,3,MD,0,0,3,9,6,1,0.11382055893730694,5
9094493,C,2008,34,6,f,5,5,,US,US,8,4,MA,1,0,4,8,6,1,0.3837733617933811,5
9094724,C,2008,25,6,f,4,4,,US,US,5,7,NY,1,0,7,5,6,1,-0.5124825376834214,4
9099696,C,2008,14,9,m,4,4,,US,US,3,4,PA,0,0,4,3,9,1,0.23724743796167602,4
9108083,C,2008,17,6,f,6,6,,US,.,4,4,IL,1,0,4,4,6,1,0.4444067108383678,6
9111647,C,2008,30,5,m,1,1,,US,US,9,1,CA,0,0,1,9,5,1,0.6083170354014215,1
9118964,C,2008,36,6,f,5,5,,US,US,9,7,IL,1,0,7,9,6,1,0.651667734663779,5
9119710,C,2008,31,6,m,6,6,,US,US,7,2,IN,0,0,2,7,6,1,0.8438769990296365,6
9126100,C,2008,26,6,f,4,4,,US,US,6,3,AZ,1,0,3,6,6,1,0.13841707525236485,4
9126511,C,2008,43,6,f,4,4,,US,US,7,5,NJ,1,0,5,7,6,1,0.5122340327648607,4
9128025,C,2008,34,8,f,6,6,,US,US,5,4,WA,1,0,4,5,8,1,0.6432408425100429,6
9128135,C,2008,18,6,f,4,4,,US,US,5,6,CO,1,0,6,5,6,1,0.45558809561833524,4
9131269,C,2008,24,6,f,7,7,,US,US,6,4,IL,1,0,4,6,6,1,0.7796194191316508,7
9131629,C,2008,26,6,f,5,5,,US,US,8,5,TX,1,0,5,8,6,1,0.40261329953960157,5
9132316,C,2008,18,5,f,4,4,,US,US,5,4,PA,1,0,4,5,5,1,0.02102726813966252,4
9138906,C,2008,16,6,f,4,4,,US,US,3,4,OH,1,0,4,3,6,1,0.6875059729251696,4
9140721,C,2008,17,9,m,4,4,,US,US,3,4,CA,0,0,4,3,9,1,0.6473882581596184,4
9145278,C,2008,22,6,m,4,4,,US,US,5,4,DE,0,0,4,5,6,1,0.5802149684318819,4
9147352,C,2008,20,6,m,5,5,,US,US,4,4,IL,0,0,4,4,6,1,0.5074715753138506,5
9147936,C,2008,21,6,m,5,5,,US,US,5,2,VA,0,0,2,5,6,1,0.43695962462085797,5
9150084,C,2008,18,6,f,4,4,,US,US,5,NA,PA,1,0,NA,5,6,1,0.8685691660516067,4
9152258,C,2008,25,6,f,4,4,,US,US,8,2,PA,1,0,2,8,6,1,0.010946223815994624,4
9153279,C,2008,25,6,f,4,4,,US,US,6,3,TX,1,0,3,6,6,1,0.09267086273843536,4
9155890,C,2008,19,6,f,4,4,,US,US,4,1,IL,1,0,1,4,6,1,0.5161909891741359,4
9159008,C,2008,16,6,m,4,4,,BR,JP,3,3,,0,1,3,3,6,1,0.2503500933152354,4
9164577,C,2008,19,6,m,5,5,,US,US,5,5,IL,0,0,5,5,6,1,0.5724671960091926,5
9167198,C,2008,16,6,m,5,5,,UK,UK,6,5,,0,1,5,6,6,1,0.1611270309381248,5
9167252,C,2008,17,6,m,6,6,,ZA,ZA,4,2,,0,1,2,4,6,1,0.9237167431696169,6
9172714,C,2008,21,2,f,4,4,,ID,AU,7,4,,1,1,4,7,2,1,0.3191558917701529,4
9174041,C,2008,20,6,f,5,5,,CO,CA,5,4,,1,1,4,5,6,1,0.4482856777769512,5
9177990,C,2008,21,6,f,5,5,,US,US,6,7,CO,1,0,7,6,6,1,-0.4247215570676979,5
9181258,C,2008,34,5,f,3,3,,US,US,5,4,,1,0,4,5,5,1,0.4626116947940343,3
9182801,C,2008,17,6,f,4,4,,US,US,3,3,MI,1,0,3,3,6,1,0.8075299205744843,4
9183404,C,2008,24,5,f,3,3,,US,US,5,5,AR,1,0,5,5,5,1,0.19055293499501708,3
9198457,C,2008,20,6,f,4,4,,US,US,5,6,ME,1,0,6,5,6,1,0.16422016424026328,4
9200251,C,2008,45,6,f,4,4,,AU,AU,7,6,,1,1,6,7,6,1,0.8653492736845909,4
9202470,C,2008,22,6,f,5,5,,US,US,7,2,MI,1,0,2,7,6,1,0.12776817726366402,5
9204752,C,2008,18,8,f,4,4,,US,US,5,6,OH,1,0,6,5,8,1,0.07280116257602484,4
9206073,C,2008,30,6,f,4,4,,US,US,7,6,RI,1,0,6,7,6,1,0.020386615781384135,4
9209685,C,2008,26,9,f,4,4,,US,US,13,NA,CA,1,0,NA,10,9,1,0.7268974437512743,4
9209730,C,2008,15,NA,m,4,4,,US,US,3,4,PA,0,0,4,3,NA,1,0.2646709159096008,4
9212839,C,2008,19,6,f,5,5,,US,US,5,6,MN,1,0,6,5,6,1,0.43146593633604846,5
9220127,C,2008,20,6,f,5,5,,US,US,5,4,FL,1,0,4,5,6,1,0.04186648272236158,5
9220176,C,2008,29,7,f,3,3,,US,US,5,7,MA,1,0,7,5,7,1,-0.2123043779078041,3
9222499,C,2008,17,5,f,4,4,,US,US,5,4,IL,1,0,4,5,5,1,-0.2679025300389679,4
9227810,C,2008,37,6,f,5,5,,US,US,5,5,NY,1,0,5,5,6,1,0.7957042126550962,5
9228344,C,2008,31,5,f,1,1,,US,US,9,7,MD,1,0,7,9,5,1,-0.1520651995467031,1
9228632,C,2008,20,6,.,5,5,,US,US,5,3,WI,NA,0,3,5,6,1,0.6141235990660133,5
9230218,C,2008,23,6,m,4,4,,US,US,5,5,MD,0,0,5,5,6,1,0.6054502465210179,4
9230836,C,2008,20,6,m,4,4,,US,US,5,6,KY,0,0,6,5,6,1,0.3330781483312014,4
9231152,C,2008,35,1,f,4,4,,US,US,6,3,KS,1,0,3,6,1,1,0.39438813233533054,4
9233305,C,2008,20,2,f,4,4,,HK,US,5,4,,1,1,4,5,2,1,0.23588595186366135,4
9233797,C,2008,35,6,m,4,4,,US,US,9,4,CA,0,0,4,9,6,1,0.6817169161717065,4
9239163,C,2008,26,6,m,5,5,,US,US,8,2,CA,0,0,2,8,6,1,0.6116552480438417,5
9251618,C,2008,18,6,f,5,5,,US,US,5,5,IN,1,0,5,5,6,1,-0.03380949443569653,5
9267212,C,2008,24,6,f,4,4,,NL,NL,9,6,,1,1,6,9,6,1,-0.29153594820831674,4
9269774,C,2008,27,6,f,6,6,,US,US,5,4,IN,1,0,4,5,6,1,1.145951322509606,6
9275056,C,2008,19,6,m,7,7,,US,US,5,2,CA,0,0,2,5,6,1,0.5803563869848034,7
9277359,C,2008,47,6,m,4,4,,US,US,9,5,MD,0,0,5,9,6,1,-0.06973941599653903,4
9282298,C,2008,19,6,f,4,4,,US,US,5,4,WA,1,0,4,5,6,1,-0.05433662389454723,4
9289304,C,2008,33,6,f,4,4,,US,US,7,4,CT,1,0,4,7,6,1,0.8344972529805772,4
9290298,C,2008,18,6,f,6,6,,US,US,5,7,MI,1,0,7,5,6,1,0.22966832872730397,6
9295868,C,2008,19,6,m,4,4,,US,US,5,5,IN,0,0,5,5,6,1,-0.13875497778611112,4
9296905,C,2008,17,6,m,4,4,,US,US,3,4,WI,0,0,4,3,6,1,0.46373500180852983,4
9297492,C,2008,17,6,m,6,6,,US,US,3,2,IL,0,0,2,3,6,1,0.4019781357044364,6
9299456,C,2008,17,6,f,6,6,,US,US,3,3,,1,0,3,3,6,1,1.0194865870887666,6
9300765,C,2008,21,6,m,7,7,,CA,CA,7,6,,0,1,6,7,6,1,0.7164468514537023,7
9307139,C,2008,60,6,f,7,7,,US,US,4,1,CO,1,0,1,4,6,1,0.3991395840381654,7
9311168,C,2008,20,6,f,4,4,,US,DE,5,2,AE,1,0,2,5,6,1,0.41198653002052427,4
9311306,C,2008,16,6,f,6,6,,US,US,3,3,KY,1,0,3,3,6,1,1.0060945673874608,6
9312143,C,2008,18,6,f,4,4,,US,US,4,4,OH,1,0,4,4,6,1,0.41950525982613257,4
9314654,C,2008,35,6,m,4,4,,US,US,5,4,NC,0,0,4,5,6,1,0.13799708905086727,4
9318339,C,2008,28,6,f,5,5,,US,US,5,6,NC,1,0,6,5,6,1,0.5899623976705315,5
9324177,C,2008,21,6,f,5,5,,US,US,5,7,CA,1,0,7,5,6,1,0.12271433083879411,5
9327825,C,2008,NA,NA,.,3,3,,.,.,NA,NA,,NA,NA,NA,NA,NA,1,-0.5785510757944055,3
9334241,C,2008,27,6,m,5,5,,CA,CA,5,6,,0,1,6,5,6,1,0.6234339764422505,5
9336630,C,2008,28,8,f,4,4,,US,US,5,4,CA,1,0,4,5,8,1,0.9817838488416357,4
9343034,C,2008,38,8,f,1,1,,GY,US,3,4,NY,1,1,4,3,8,1,-0.5132939812872864,1
9347090,C,2008,21,5,f,4,4,,NG,UK,7,4,,1,1,4,7,5,1,-0.8680566591858216,4
9348118,C,2008,19,9,f,5,5,,US,US,5,6,NY,1,0,6,5,9,1,0.9301299462333715,5
9348494,C,2008,19,9,f,4,4,,US,US,6,6,NY,1,0,6,6,9,1,0.8441881540295404,4
9349755,C,2008,17,6,m,4,4,,US,US,4,4,CA,0,0,4,4,6,1,0.5654503386841636,4
9353406,C,2008,28,5,f,1,1,,US,US,6,4,GA,1,0,4,6,5,1,0.14100914200472375,1
9356446,C,2008,52,6,f,5,5,,US,US,7,2,LA,1,0,2,7,6,1,0.2001129187492654,5
9358042,C,2008,21,6,f,6,6,,US,US,5,2,,1,0,2,5,6,1,0.3751549590206812,6
9362168,C,2008,20,NA,f,5,5,,US,US,5,6,CA,1,0,6,5,NA,1,0.25633015315814234,5
9364997,C,2008,19,5,m,5,5,,US,US,5,1,,0,0,1,5,5,1,0.28855522339884043,5
9365656,C,2008,36,6,m,6,6,,US,US,6,6,PA,0,0,6,6,6,1,0.26598095354248924,6
9372711,C,2008,30,9,f,4,4,,US,US,5,4,CA,1,0,4,5,9,1,0.5672653594399474,4
9379051,C,2008,23,6,f,4,4,,US,US,5,2,AL,1,0,2,5,6,1,0.7378882275126843,4
9381335,C,2008,19,2,.,5,5,,MY,MY,3,4,IN,NA,1,4,3,2,1,0.5659474034557501,5
9384695,C,2008,20,6,f,4,4,,US,US,7,2,,1,0,2,7,6,1,0.7340112835765271,4
9387798,C,2008,18,6,m,5,5,,US,US,4,2,VA,0,0,2,4,6,1,0.8936648641430828,5
9389562,C,2008,19,6,m,5,5,,US,US,5,3,WI,0,0,3,5,6,1,0.7733481785053307,5
9391299,C,2008,34,6,m,4,4,,US,US,12,5,MD,0,0,5,10,6,1,-0.753835384658653,4
9401771,C,2008,17,6,m,5,5,,US,US,3,4,,0,0,4,3,6,1,0.19668778618365773,5
9408852,C,2008,33,6,m,4,4,,US,US,5,6,MO,0,0,6,5,6,1,0.5634735533863746,4
9409422,C,2008,18,5,f,2,2,,US,US,5,4,CT,1,0,4,5,5,1,-0.6550477612797904,2
9412753,C,2008,15,6,f,5,5,,US,US,3,6,PA,1,0,6,3,6,1,1.0817996830060266,5
9417312,C,2008,14,5,f,4,4,,US,US,3,6,MD,1,0,6,3,5,1,-0.03375022751347359,4
